t,true_x,true_dx,obs_x,obs_speed,est_x,est_dx,std_x,std_dx,mode
0.010971307754516602,0.5,0,0.5292519810174907,0,0.5600708536791522,-0.0023244965922619046,0.09005394189998302,0.16230130314543667,0
0.0359034538269043,0.5,0.0,0.5012080842051458,0.0,0.5237532000185429,-0.007909147444174786,0.06039587705699307,0.14233829288671332,0
0.05784463882446289,0.5,0.0,nan,0.0,0.525891603695287,8.968983156063535e-05,0.06749795084362345,0.13649280629988586,0
0.08078360557556152,0.5,0.0,0.49793161647471995,0.0,0.5150941675624324,-0.016994227851256465,0.048817004081474526,0.13799023081553996,0
0.10372233390808105,0.5,0.0,0.47263304405483164,0.0,0.504888429348254,-0.011370449639322733,0.04108026910608182,0.12123305504889707,0
0.12566375732421875,0.5,0.0,0.45699979498757515,0.0,0.4990598551588262,-0.0033889548516480733,0.040074173753392964,0.12234563787509097,1
0.14760494232177734,0.5,0.0,nan,0.0,0.502726810311626,-0.009144580291504441,0.040356464371992896,0.1174520583356371,1
0.17054367065429688,0.5,0.0,nan,0.0,0.5043377853638303,-0.01696432127922246,0.04230320163961664,0.12206878476436743,1
0.19248485565185547,0.5,0.0,nan,0.0,0.5032084027172389,-0.0026076365599883734,0.0446324890259557,0.12275146188604143,1
0.21442604064941406,0.5,0.0,nan,0.0,0.503680228106621,0.007482193094874211,0.04609749806396433,0.13346858743611834,1
0.23636794090270996,0.5,0.0,nan,0.0,0.5019369931727958,-0.0023531919764748894,0.0461507626098939,0.12674002170875306,1
0.2593064308166504,0.5,0.0,nan,0.0,0.49814905571064366,-0.010934693383911568,0.048673054488129086,0.12533094335974782,1
0.2812478542327881,0.5,0.0,nan,0.0,0.5015540030692766,0.007038000994600888,0.04872082629093373,0.12378423482543019,1
0.3041865825653076,0.5,0.0,nan,0.0,0.5037751681938509,0.001967924358942268,0.050184868843492624,0.13339725353409337,1
0.3261277675628662,0.5,0.0,nan,0.0,0.5038673426182861,0.003069304168216028,0.053643254925597586,0.11326714163271043,1
0.3480691909790039,0.5,0.0,nan,0.0,0.5035683799067846,0.006695987453683323,0.05239286934388765,0.11921118141422,1
0.37100791931152344,0.5,0.0,0.4732896508808352,0.0,0.49582995191511203,0.010279718102415802,0.04449546363547728,0.13372265794634527,1
0.39394688606262207,0.5,0.0,nan,0.0,0.5018833361843816,0.006099131349475479,0.04820593284288122,0.11906582869201515,1
0.41588783264160156,0.5,0.0,nan,0.0,0.5040117245168845,0.002908523923551113,0.050897252382181096,0.1256982031537294,1
0.4388270378112793,0.5,0.0,nan,0.0,0.5023533035670252,-0.010605811184862505,0.05213724432463223,0.12801075861869674,1
0.46176576614379883,0.5,0.0,nan,0.0,0.4998452479535609,-0.012657637756002236,0.054670071587786154,0.12086850662831869,1
0.4837074279785156,0.5,0.0,0.492676255107826,0.0,0.49611751131037696,-9.099438168523035e-05,0.04522706403096775,0.12390855199265068,1
0.506645679473877,0.5,0.0,nan,0.0,0.4997085676962763,0.004688210662809262,0.04783448402850297,0.1183145333759627,1
0.5285871028900146,0.419,-3.691687573347243,nan,3.691687573347243,0.49886539668817276,0.014573380359829347,0.04962871430199254,0.16008562631729764,1
0.5515263080596924,0.408,-0.4795383528042244,nan,0.4795383528042244,0.49943203489015475,0.031054892433993654,0.04651089919911343,0.27798045482118094,1
0.5734667778015137,0.405,-0.13672174111459778,nan,0.13672174111459778,0.4988576177471167,0.02850408558521747,0.05172369871102625,0.23653702682493022,1
0.5974025726318359,0.403,-0.08719332273119428,nan,0.08719332273119428,0.49872338267214356,0.03898050870867381,0.053408251647874806,0.18998131857041783,1
