t,true_x,true_dx,obs_x,obs_speed,est_x,est_dx,std_x,std_dx,mode
1557049894.5962875,0.5,0,0.4926620860109822,0,0.49059480490513696,0.02354582602984245,0.09239639546053255,0.16998175409870256,0
1557049894.620223,0.5,0.0,0.47827155909805175,0.0,0.4831311353067638,0.030646960271634514,0.07122152311717388,0.14045653985043183,0
1557049894.6421647,0.5,0.0,nan,0.0,0.48731312147380856,0.03423521065310362,0.07582102745041577,0.1250808462126425,0
1557049894.666101,0.5,0.0,0.4733267872544972,0.0,0.4793404782469637,0.029675633214184302,0.059968822397548596,0.13135206669187924,0
1557049894.6880414,0.5,0.0,0.5642274783377929,0.0,0.5075089802133518,0.035644409699620495,0.05620813570482087,0.13320225198274993,0
1557049894.708985,0.5,0.0,0.4818993839551998,0.0,0.4928006344991685,0.010315307275683291,0.04698019715346016,0.1372243974773938,0
1557049894.7309263,0.5,0.0,nan,0.0,0.4946985466744956,-0.007427769317373855,0.05271955814600972,0.13324523047797882,0
1557049894.752869,0.5,0.0,0.5157159971410011,0.0,0.4986265955353127,0.01001774974290722,0.04861082023882068,0.1311160769893554,0
1557049894.7748096,0.5,0.0,0.4778852711067253,0.0,0.49278768142903107,0.02298671465586205,0.041637255243190494,0.12467759558587257,0
1557049894.7977479,0.5,0.0,0.5194295852548695,0.0,0.49888724631773146,0.03235047813511134,0.039737600091761374,0.1226309856112835,0
1557049894.8196898,0.5,0.0,0.49356675237284453,0.0,0.4997516974838,0.024176111321328738,0.0402783128693144,0.11783813359305897,0
1557049894.842628,0.5,0.0,0.5195635232749672,0.0,0.5059283343672903,0.008515198543255987,0.040365039388363354,0.1342162509480254,0
1557049894.8645697,0.5,0.0,0.46224719104726086,0.0,0.49692476457192425,0.01089017870906228,0.04008208153698412,0.13026477140493528,0
1557049894.8865108,0.5,0.0,0.48728219380730314,0.0,0.49650351282565186,0.021769274643983278,0.04008503319983018,0.13391302753263065,0
1557049894.907455,0.5,0.0,0.5178975961092032,0.0,0.5012695207933622,0.017993132740599674,0.03842815260260472,0.11593069138135655,0
1557049894.9293964,0.5,0.0,0.4837358446078619,0.0,0.4953425454006657,-0.0022348418046977776,0.03856495795158747,0.12554467902742142,0
1557049894.9513388,0.5,0.0,0.5173509069715049,0.0,0.49986085938808755,0.006731253490897088,0.03573523079813644,0.12676497478178736,0
1557049894.9732795,0.5,0.0,0.601042924412722,0.0,0.5176872588511958,0.02264116456835862,0.034692053941980085,0.13597936618430537,0
1557049894.9952207,0.5,0.0,0.4737557315322741,0.0,0.5072773951329386,0.007922594255390854,0.03618187378138996,0.13812390647114017,0
1557049895.0171618,0.5,0.0,0.4799111149786913,0.0,0.5035984434766927,0.00706161379926723,0.03368220131738442,0.12372943615230893,0
1557049895.0401008,0.5,0.0,0.5228138904081021,0.0,0.5086276837956962,0.017890339255221658,0.03459942021508003,0.13123725650515328,0
1557049895.062546,0.5,0.0,0.5587190356208672,0.0,0.5169098424391058,0.008597575555720549,0.0360699538983444,0.13588403699218257,0
1557049895.0844874,0.5,0.0,0.4613212383103973,0.0,0.503036803278563,-0.002342041013157036,0.033388517977584374,0.1289675482148978,0
1557049895.1064284,0.5,0.0,0.520739393670511,0.0,0.5069332073194365,-0.003356622131280701,0.03447860375920524,0.12967631644979277,0
1557049895.1293674,0.5,0.0,0.46898935025358646,0.0,0.5009757770344443,0.011244821237646833,0.03243207568567217,0.13593320599226974,0
1557049895.151309,0.5,0.0,0.48270191092472986,0.0,0.5003526133100644,0.01364354081212276,0.03206482238690973,0.1359395267277081,0
1557049895.1742475,0.5,0.0,0.5025588648306627,0.0,0.5019792203213633,0.016730944458653994,0.034363286943370604,0.12653916479882835,0
1557049895.1961882,0.5,0.0,0.4579764746441759,0.0,0.49398994233585913,0.006339063860055851,0.03427822405272067,0.13323186172561036,0
1557049895.21813,0.5,0.0,0.4884187899115694,0.0,0.4930595558414141,0.006086654158598664,0.034565515655340114,0.12812872703208739,0
1557049895.2400715,0.5,0.0,0.4581289396909882,0.0,0.4861501204895916,0.01769163621070417,0.03445303153890239,0.13595012711518883,0
1557049895.2620127,0.5,0.0,0.49049644164127837,0.0,0.49091793413627666,0.010329474467043171,0.03499722850003546,0.13829765371925293,0
1557049895.2849512,0.5,0.0,nan,0.0,0.4898655432101059,0.017681511068190662,0.037445955347854644,0.14035884933894105,0
1557049895.3058956,0.5,0.0,0.4887515664031982,0.0,0.4884735866460741,0.006503690004299195,0.034749257301704174,0.13317321017317618,0
1557049895.3278365,0.5,0.0,nan,0.0,0.48821131596511147,-0.0031787603452254638,0.03734790664899784,0.12488404801802698,0
1557049895.349778,0.5,0.0,nan,0.0,0.48775840545469146,-0.008076135282192358,0.03877092668654507,0.14459775689520785,0
1557049895.3717194,0.5,0.0,0.5414989091774953,0.0,0.4970179867154841,0.008342682193157609,0.03633977101329575,0.13842352252961185,0
1557049895.3936608,0.5,0.0,0.46253057276133414,0.0,0.49160817382444766,0.008730963616459557,0.03495311889726024,0.12749740640013485,0
1557049895.4156022,0.5,0.0,0.48081451890549065,0.0,0.4899467554333619,0.00042827971575740164,0.03226956005856124,0.11469159789525978,0
1557049895.4375432,0.5,0.0,nan,0.0,0.4921742775532201,-0.0025842329554790914,0.03437728519010762,0.12266419488700722,0
1557049895.4594846,0.436,-2.9169206428548144,0.4484537436948384,2.9169206428548144,0.4916892012211092,-0.014204018214863588,0.03686007717012946,0.15879841264864103,0
1557049895.4814255,0.435,-0.04557589455497728,0.44593248084302495,0.04557589455497728,0.4831296960065148,-0.018721077870452404,0.03465811220920755,0.1457718061996854,0
1557049895.5033672,0.433,-0.09549220226305133,0.36307314185794065,0.09549220226305133,0.4667545663673381,-0.013709934257450521,0.037427536324104754,0.16017471529653973,0
